32,120,4.3324715942671152e-04,7.3481529192964581e-04,6.0126710688625208e-04
242,1023,5.7033464397421567e-05,7.1710348913908267e-05,3.4431185169544340e-05
1250,5475,6.9170535692264710e-06,8.3578287738766477e-06,4.7294277618177876e-06
