32,120,1.0954451150103322e+01,3.3409180215651490e-03,1.0218390958967958e-02,1.0218390953092149e-02
242,1023,3.1984371183438952e+01,1.6775531970539335e-04,5.5922253480371711e-04,5.5922253480356933e-04
1250,5475,7.3993242934743705e+01,1.3000550710826438e-05,4.7455559058424268e-05,4.7455559058409625e-05
